url,frequency
www.costco.ca/womens-footwear.html,291
www.costco.ca/sports-fitness.html,289
www.costco.ca/playstation-5-console-bundle.product.100696941.html,289
www.costco.ca/womens-activewear.html,285
www.costco.ca/QuickMembershipCheckoutView,285
click.online.costco.ca/dm,276
tracking.costco.ca/tracking/costco/ups,272
www.costco.ca/CIBC-Costco-Mastercard.html,270
costco.ca/hot-buys.html,267
costco.ca/AccountHomeView,266
www.costco.ca/sectionals-chaises.html,260
www.costco.ca/kitchen-dining.html,256
www.costco.ca/CheckoutShippingView,253
www.costco.ca/sofas-loveseats.html,253
www.costco.ca/coffee-tea.html,252
www.costco.ca/womens-tops.html,251
www.costco.ca/AjaxUpdateDeliveryPostal,250
mobility.costco.ca/en/,246
www.costco.ca/NonAjaxAccountListDisplayView,241
media-cdn.costco.ca/,240
tires.costco.ca/SearchResultsBySize/RenderPartialView,240
www.costco.ca/OrderDetailPrintView,237
order-sameday.costco.ca/,236
www.costco.ca/mens-tops.html,236
www.costco.ca/cell-phones.html,233
www.costco.ca/gazebos.html,233
costco.ca/OrderStatusDetailsView,232
www.costco.ca/dishwashers.html,230
costco.ca/CheckoutConfirmationView_v2,229
www.costco.ca/ResetPasswordSuccessView,227
www.costco.ca/employee-website.html,226
www.costco.ca/contemporary.html,223
www.costco.ca/jewellery-fashion.html,223
www.costco.ca/UserRegistrationAdd,221
www.costco.ca/water-beverages.html,220
www.costco.ca/laundry.html,219
www.costco.ca/4k-tvs.html,219
www.costco.ca/sheds.html,219
www.costco.ca/office-chairs.html,219
www.costco.ca/MembershipSecondaryValidationView,218
www.costco.ca/tablets-netbooks.html,214
www.costco.ca/CostcoQuickMembershipOrderProcess,212
tires.costco.ca/SearchResultsBySize,211
www.costco.ca/kids-clothing.html,210
www.costco.ca/beds.html,202
costco.ca/VerifyMembershipView,202
costco.ca/womens-clothing.html,200
costco.ca/laptops.html,198
www.costco.ca/cooking-appliances.html,198
costco.ca/refrigerators.html,198
www.costco.ca/coronavirus-response.html,198
www.costco.ca/small-kitchen-appliances.html,197
www.costco.ca/toys-games.html,196
www.costco.ca/AddressBookDisplayView,195
www.costco.ca/monitors.html,194
www.costco.ca/personal-care.html,193
www.costco.ca/womens-outerwear.html,191
www.costco.ca/CheckoutConfirmationView,191
www.costco.ca/garden-centre.html,190
www.costco.ca/womens-socks-underwear.html,190
www.costco.ca/hardware.html,189
sameday.costco.ca/{{item.images.tile.small}},185
www.costco.ca/printers-scanners-copiers-fax-machines.html,184
www.costco.ca/optical.html,183
costco.ca/#,179
www.costco.ca/CategoryDisplay,178
customerservicefr.costco.ca/,178
customerservicefr.costco.ca/cc/CPAnnouncementsController/getAllActiveAnnouncements,178
www.costco.ca/capital-one-costco-mastercard.html,176
www.costco.ca/patio-furniture-seating-sets.html,174
www.costco.ca/womens-bottoms.html,173
www.costco.ca/dining-room-collections.html,173
www.costco.ca/headphones.html,172
www.costco.ca/exercise-fitness.html,171
www.costco.ca/QuickMembershipApplicationView,171
www.costco.ca/PaymentMethodDisplayView,170
www.costco.ca/costco-services.html,170
www.costco.ca/tires.html,168
costco.ca/warehouse-locations,167
www.costco.ca/ManageWishListCmd,166
www.costco.ca/DMCValidation,166
www.costco.ca/meat-seafood.html,165
costco.ca/televisions.html,163
www.costco.ca/rugs.html,162
click.online.costco.ca/,158
www.costco.ca/freezers-ice-makers.html,157
costco.ca/AccountInformationView,157
www.costco.ca/international-foods.html,156
www.costco.ca/bulbs-plants-seeds.html,153
www.costco.ca/CheckoutReviewView,151
www.costco.ca/planters.html,151
mobility.costco.ca/en/promotions/,151
www.costco.ca/MessagesJS,149
www.costco.ca/lighting.html,147
costco.ca/holiday-deals.html,146
www.costco.ca/OrderItemDisplayViewShiptoAssoc,145
www.costco.ca/vacuums-floor-care.html,144
www.costco.ca/MembershipPrimaryValidationCmd,144
www.costco.ca/executive-coupons.html,143
customerservice.costco.ca/cc/CPAnalyticsController/insertAnswerAnalytics,141
www.costco.ca/tents.html,140
tires.costco.ca/Batteries/SearchResultsByVehicle/RenderPartialView,139
www.costco.ca/holiday.html,138
www.costco.ca/outdoor-structures.html,137
www.costco.ca/household-cleaning.html,137
tires.costco.ca/batteries,135
www.costco.ca/organic.html,133
www.costco.ca/all-bicycles.html,133
www.costco.ca/mens-bottoms.html,133
www.costco.ca/wearable-technology.html,133
www.costco.ca/bosch-800-series-24-in.-stainless-steel-bar-handle-dishwasher-with-crystaldry-option.product.100509700.html,132
tires.costco.ca/SearchResultsByVehicle/BindSeasonFilteredData,131
order-sameday.costco.ca/store/checkout_v3,131
www.costco.ca/mens-activewear.html,130
www.costco.ca/bedding.html,130
www.costco.ca/bbq.html,130
www.costco.ca/living-room-collections.html,130
www.costco.ca/womens-sleepwear.html,129
www.costco.ca/wcsstore/RWDStaticAssets/fonts/fallback-icons/icons/social-facebook.svg,128
www.costco.ca/vanities.html,128
www.costco.ca/mens-outerwear.html,127
www.costco.ca/wine-beer-kits.html,127
www.costco.ca/skin-care.html,126
www.costco.ca/pet-supplies.html,125
www.costco.ca/accent-chairs.html,125
www.costco.ca/boats-kayaks.html,125
tires.costco.ca/Batteries/SearchResultsByVehicle,124
www.costco.ca/patio-furniture-collections.html,123
www.costco.ca/sheets.html,123
www.costco.ca/microwaves.html,123
www.costco.ca/gift-cards-tickets.html,123
www.costco.ca/ProductDisplay,122
mobility.costco.ca/Views/Clients/18011-Glentel/COSTCO/En/Content/bundles/wirelessetcwebsite/_assets/fonts/glyphicons-halflings-regular.woff,121
www.costco.ca/mac.html,120
costco.ca/employee-website.html,120
costco.ca/grocery-household.html,120
www.costco.ca/pools.html,120
www.costco.ca/washers.html,120
www.costco.ca/wcsstore/CostcoCABCCatalogAssetStore/Attachment/UPS_delivery.pdf,120
www.costco.ca/mens-footwear.html,119
tires.costco.ca/product,119
www.costco.ca/office-furniture.html,118
www.costco.ca/lamps.html,117
mobility.costco.ca/Views/Clients/18011-Glentel/COSTCO/En/Content/bundles/wirelessetcwebsite/_assets/fonts/glyphicons-halflings-regular.ttf,117
www.costco.ca/queen-mattresses.html,116
customerservice.costco.ca/cc/CPAnnouncementsController/getAllActiveAnnouncements,116
www.costco.ca/necklaces.html,115
www.costco.ca/surveillance-security-systems.html,115
costco.ca/whats-new.html,115
order-sameday.costco.ca/v3/onecartauth/signin/691200237,114
mobility.costco.ca/en/rate-plans/compare/,114
www.costco.ca/cheese.html,113
mobility.costco.ca/en/rate-plans/,113
www.costco.ca/online-offers.html,112
www.costco.ca/all-tickets-gifts-certificates.html,112
www.costco.ca/gluten-free.html,112
www.costco.ca/sunglasses.html,112
www.costco.ca/electric-laundry-suites.html,112
www.costco.ca/books.html,110
www.costco.ca/camping.html,110
www.costco.ca/home-theatre.html,109
www.costco.ca/storage-organization.html,109
www.costco.ca/kitchen-accessories.html,109
www.costco.ca/luggage-bags.html,108
www.costco.ca/beef.html,108
www.costco.ca/bbq-propane-gas.html,107
www.costco.ca/CanadaGroceryDeliveryRedirect,107
www.costco.ca/seafood.html,106
www.costco.ca/new-year-offers.html,106
www.costco.ca/executive-rewards.html,106
costco.ca/last-chance.html,104
www.costco.ca/cookware.html,104
costco.ca/bulbs-plants-seeds.html,102
customerservice.costco.ca/app/answers/detail/a_id/8940,102
www.costco.ca/kitchen-dining-room-furniture.html,101
www.costco.ca/rings.html,101
www.costco.ca/AjaxRefreshUserSession,101
www.costco.ca/wcsstore/CostcoGLOBALSAS/images/Costco-Wholesale-Canada.svg,101
www.costco.ca/handheld-stick-vacuums.html,101
www.costco.ca/MemberCommunicationPreferencesView,101
www.costco.ca/bicycles.html,99
www.costco.ca/gift-baskets.html,99
www.costco.ca/bedroom-furniture.html,99
www.costco.ca/storage-organization-closet.html,99
www.costco.ca/building-blocks-sets.html,98
sameday.costco.ca/search,98
www.costco.ca/office-products.html,97
costco.ca/kids-clothing.html,97
search.costco.ca/api/apps/www_costco_ca/query/www_costco_ca_megamenu,97
www.costco.ca/coffee-espresso-makers.html,97
www.costco.ca/electric-bikes-scooters.html,96
www.costco.ca/laundry-detergent.html,96
www.costco.ca/toilet-paper.html,96
www.costco.ca/mens-socks-underwear.html,96
www.costco.ca/wcsstore/RWDStaticAssets/css/material-components-web.min.css,96
"sameday.costco.ca/{{imageURLService.getProductImageURLFromArray(productImages[currentProductImageIndex], &apos",95
www.costco.ca/mens-watches.html,95
www.costco.ca/automotive-batteries.html,95
www.costco.ca/baking.html,95
customerservice.costco.ca/app/answers/detail/c/10/a_id/392,95
www.costco.ca/pet-treats.html,94
www.costco.ca/generators.html,94
www.costco.ca/last-chance.html,94
www.costco.ca/fruit-nuts.html,94
www.costco.ca/storage-organization-garage.html,93
costco.ca/beds.html,93
tires.costco.ca/Batteries/Product,93
www.costco.ca/ListDetailView,93
www.costco.ca/bedding-sets.html,92
www.costco.ca/kitchen-dining-room-chairs.html,92
customerservicefr.costco.ca/cc/CPAnalyticsController/insertAnswerAnalytics,92
www.costco.ca/vitamins-minerals.html,92
www.costco.ca/ceiling-fixtures.html,92
www.costco.ca/patio-furniture-chairs.html,90
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1773419;setID=530932;channelID=0;CID=651283;BID=520656131;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",90
www.costco.ca/exercise-bikes.html,89
www.costco.ca/vinyl-flooring.html,89
www.costco.ca/boating-watersports.html,89
www.costco.ca/hair-care.html,89
www.costco.ca/audio.html,87
www.costco.ca/email-unsubscribe.html,87
www.costco.ca/TopCategoriesDisplay,87
www.costco.ca/special-events.html,86
www.costco.ca/VendorIntegration/Vcart.aspx,86
www.costco.ca/CanceledMembershipView,86
www.costco.ca/officeproducts-inktonercartridges.html,86
www.costco.ca/specialty-kitchen-electrics.html,86
customerservice.costco.ca/app/answers/detail/a_id/585,86
www.costco.ca/outdoor-lighting.html,86
www.costco.ca/wcsstore/RWDStaticAssets/css/costcoStyle.css,86
www.costco.ca/landscaping-lawn-care.html,85
www.costco.ca/apple-airpods-with-charging-case.product.100567903.html,85
www.costco.ca/CostcoSelectShippingCmd,85
www.costco.ca/costco-app.html,85
www.costco.ca/seasoning-sauces.html,85
costco.ca/offers-ending.html,85
www.costco.ca/range-hoods.html,84
www.costco.ca/vegan-foods.html,84
www.costco.ca/treadmills.html,84
costco.ca/in-the-warehouse.html,84
www.costco.ca/accent-tables.html,84
www.costco.ca/golf.html,83
"media-cdn.costco.ca/www3/;MID=182839;type=eligibleimpression;placementID=1773419;setID=530932;channelID=0;CID=651283;BID=520656131;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",83
www.costco.ca/outdoor-spas.html,83
customerservice.costco.ca/app/answers/detail/c/10/a_id/8320,82
www.costco.ca/face-body-care.html,82
costco.ca/all-grocery-delivery.html,82
www.costco.ca/earrings.html,81
www.costco.ca/paddle-boards.html,81
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1793176;setID=530932;channelID=0;CID=658777;BID=520674716;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",79
www.costco.ca/QuickMembershipTermsConditionsView,79
mobility.costco.ca/fr/telephones-mobiles-et-intelligents/,79
www.costco.ca/flooring.html,79
www.costco.ca/strength-core-training.html,78
www.costco.ca/hardware-bathroom.html,78
www.costco.ca/.product.PII_Annalect_Identified_02.html,77
www.costco.ca/floral.html,76
www.costco.ca/showers.html,76
www.costco.ca/holiday-decorations.html,76
www.costco.ca/watches.html,76
www.costco.ca/spend-save-promotion.html,76
www.costco.ca/awnings-shades.html,75
www.costco.ca/bathtubs.html,75
www.costco.ca/video-games-consoles.html,75
click.online.costco.ca/u,75
"www.costco.ca/dawn-ultra-platinum-advanced-power-dishwashing-liquid,-3-x-709-ml.product.100407700.html",75
www.costco.ca/kitchen-suites.html,75
www.costco.ca/laminate-flooring.html,75
www.costco.ca/baby-kids.html,75
www.costco.ca/AjaxWarehouseBrowseLookupView,74
www.costco.ca/speakers.html,74
www.costco.ca/logonform,73
ess.costco.ca/,73
customerservice.costco.ca/app/answers/detail/a_id/392,73
www.costco.ca/chocolates.html,73
www.costco.ca/dryers.html,72
www.costco.ca/cushion-mats.html,72
www.costco.ca/patio-dining-sets.html,72
www.costco.ca/navtree_v2,71
www.costco.ca/engagement-rings.html,71
costco.ca/holiday.html,70
www.costco.ca/outdoor-play.html,70
"www.costco.ca/danby-14,000-btu-ultra-quiet-portable-air-conditioner-with-voice-control-and-rapid-cooling.product.100715465.html",70
www.costco.ca/beauty.html,69
memejour.costco.ca/,68
www.costco.ca/nutrition-snacks-bars.html,68
tracking.costco.ca/tracking/costco/ups-de,68
www.costco.ca/MemberApplicationAddCmd,68
www.costco.ca/concierge.html,67
www.costco.ca/blenders-juicers.html,67
customerservice.costco.ca/app/ask,67
costco.ca/mens-clothing.html,67
www.costco.ca/GenericError,66
www.costco.ca/toysfloats.html,66
costco.ca/air-conditioners.html,66
costco.ca/washers.html,66
www.costco.ca/cookware-bakeware.html,66
www.costco.ca/PaymentSessionDataView,66
www.costco.ca/home-bathroom.html,66
costco.ca/dishwashers.html,65
www.costco.ca/robot-vacuums.html,65
www.costco.ca/membership-renewal.html,65
mobility.costco.ca/en/mobile-phones-and-smartphones/m3412488/apple-iphone-13-pro-max/,64
www.costco.ca/duvet-covers-sets.html,64
www.costco.ca/single-serve-coffee.html,64
www.costco.ca/hardware-tools.html,64
costco.ca/pet-treats.html,64
www.costco.ca/mens-workwear.html,63
www.costco.ca/dinnerware.html,63
www.costco.ca/costco-memberships.html,63
www.costco.ca/napkins-paper-towels.html,62
www.costco.ca/playstation-5.html,62
www.costco.ca/nutrition-weight-management.html,62
www.costco.ca/tool-chests.html,62
www.costco.ca/gift-cards-tickets-floral.html,61
costco.ca/join-costco.html,61
www.costco.ca/electric-fireplaces.html,61
www.costco.ca/recliners.html,61
costco.ca/RenewMembershipView,61
costco.ca/QuickMembershipCheckoutView,61
www.costco.ca/toilets.html,60
www.costco.ca/dining.html,60
www.costco.ca/showerspas.html,60
www.costco.ca/lawn-mowers-trimmers.html,60
"www.costco.ca/c-wheels---steel,-alloy,-and-replica-wheels.product.100017099.html",59
costco.ca/snacks.html,59
www.costco.ca/wcsstore/CostcoGLOBALSAS/images/costco-grocery-logo.svg,59
www.costco.ca/wheels.html,59
www.costco.ca/garden-centre-accessories.html,59
www.costco.ca/ovens-toasters.html,59
www.costco.ca/exclusive-online-offers.html,58
costco.ca/baking-packaged-food.html,58
www.costco.ca/storage-shelves.html,58
www.costco.ca/handbags-wallets.html,58
tires.costco.ca/Michelin_tires,58
www.costco.ca/Home.aspx,58
www.costco.ca/camping-accessories.html,58
costco.ca/laundry.html,58
costco.ca/MembershipSecondaryValidationView,58
www.costco.ca/air-purifiers.html,57
www.costco.ca/kitchenaid-5.7-l-(6-qt.)-bowl-lift-stand-mixer.product.100562554.html,57
costco.ca/electric-laundry-suites.html,57
costco.ca/frasier-modern-top-grain-leather-power-reclining-sofa-and-loveseat-with-power-headrest.product.100853109.html,57
www.costco.ca/wcsstore/CostcoGLOBALSAS/css/print.css,57
www.costco.ca/home-decor.html,56
mobility.costco.ca/en/mobile-phones-and-smartphones/m2250044/apple-iphone-12/,56
www.costco.ca/outdoor-heating.html,56
www.costco.ca/ReLogonFormView,56
www.costco.ca/pretzels-popcorn-mixes.html,56
mobility.costco.ca/en/costco-member-benefits/,56
www.costco.ca/food-processors-mixers.html,55
www.costco.ca/pets-plus-us.html,55
www.costco.ca/auto-renew.html,55
www.costco.ca/womens.html,55
www.costco.ca/adjustable-beds.html,55
www.costco.ca/patio-umbrellas.html,55
www.costco.ca/handbags.html,55
www.costco.ca/massage-relaxation.html,55
www.costco.ca/shaving.html,54
www.costco.ca/ProductDisplayRedirectView,54
www.costco.ca/twin-mattresses.html,54
www.costco.ca/barstools.html,54
tires.costco.ca/SearchResultsByVehicle/BindBrandFilteredData,54
www.costco.ca/email-sign-up.html,54
smetrics.costco.ca/id,53
www.costco.ca/king-mattresses.html,53
"media-cdn.costco.ca/www3/;MID=182839;type=eligibleimpression;placementID=1793176;setID=530932;channelID=0;CID=658777;BID=520674716;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",53
www.costco.ca/fire-pit.html,53
costco.ca/mattresses.html,53
www.costco.ca/juice.html,53
www.costco.ca/traditional.html,53
www.costco.ca/herbals-dietary-supplements.html,53
www.costco.ca/outdoor-rug-collections.html,53
www.costco.ca/black-friday-savings.html,52
www.costco.ca/duvets.html,52
costco.ca/freezers-ice-makers.html,52
"media-cdn.costco.ca/www3/;MID=182839;type=eligibleimpression;placementID=1766241;setID=530933;channelID=0;CID=648541;BID=520649235;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",52
www.costco.ca/dishwasher-supplies.html,52
www.costco.ca/cutlery.html,52
www.costco.ca/gold-necklaces.html,52
www.costco.ca/AjaxManageAutoRenewPayment,51
www.costco.ca/ottomans-benches.html,51
www.costco.ca/food-preservation.html,51
www.costco.ca/garden-decor.html,51
www.costco.ca/chaise-loungers.html,51
www.costco.ca/dry-goods.html,51
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1824215;setID=530932;channelID=0;CID=670601;BID=520709581;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca/",51
www.costco.ca/pressure-washers.html,51
www.costco.ca/computers-warehouse-pickup.html,51
www.costco.ca/health-medicines.html,51
www.costco.ca/soda-soft-drinks.html,51
"www.costco.ca/bosch-500-series,-24-in.-pocket-handle-dishwasher-with-third-rack.product.100467719.html",51
www.costco.ca/boxing-mma.html,50
www.costco.ca/membership-conditions-regulations.html,50
www.costco.ca/luggage-sets.html,50
www.costco.ca/mirrors.html,50
www.costco.ca/cured-meats.html,50
digitalshopcard.costco.ca/,50
mobility.costco.ca/en/mobile-phones-and-smartphones/m2240205/samsung-galaxy-s20-fe-5g/,50
costco.ca/unlocked-cellular-phones.html,49
www.costco.ca/ellipticals.html,49
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1787642;setID=530932;channelID=0;CID=656731;BID=520669597;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",49
www.costco.ca/warehouse-locations/warehouse-503.html,49
www.costco.ca/mattress-pads-toppers.html,49
www.costco.ca/wcsstore/RWDStaticAssets/fonts/fallback-icons/icons/social-pinterest.svg,49
www.costco.ca/digital-cameras-camcorders.html,48
www.costco.ca/warehouse-locations/windsor-on-534.html,48
tires.costco.ca/SearchWarehouse/Index,48
www.costco.ca/chandeliers.html,48
www.costco.ca/storage-organization-kitchen.html,48
www.costco.ca/water-coolers-accessories.html,48
mobility.costco.ca/en/mobile-phones-and-smartphones/m1578678/apple-iphone-11/,48
www.costco.ca/fans.html,48
www.costco.ca/warehouse-locations/gatineau-qc-542.html,48
costco.ca/ranges.html,48
tires.costco.ca/SearchFilters/BindSearchCriteria,47
www.costco.ca/massage-products-accessories.html,47
www.costco.ca/poultry.html,47
"www.costco.ca/kirkland-signature-2-ply-paper-towels,-12-pack.product.100363149.html",47
www.costco.ca/oils-vinegars.html,47
www.costco.ca/entertainment-furniture.html,47
www.costco.ca/gasoline.html,47
www.costco.ca/drinkware.html,47
www.costco.ca/warehouse-locations/saint-bruno-QC-1359.html,47
?sameday.costco.ca/,47
www.costco.ca/oral-care.html,47
tracking.costco.ca/,46
www.costco.ca/canned-food.html,46
www.costco.ca/pendants.html,46
www.costco.ca/wine-cellars.html,46
www.costco.ca/sameday-offer.html,46
costco.ca/home-and-decor.html,46
customerservice.costco.ca/fr,46
mobility.costco.ca/en/mobile-phones-and-smartphones/m3412477/apple-iphone-13/,46
www.costco.ca/lenses.html,45
www.costco.ca/reading-glasses.html,45
www.costco.ca/kids-outerwear.html,45
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1818192;setID=530932;channelID=0;CID=668279;BID=520703689;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",45
www.costco.ca/grocery-offers.html,45
www.costco.ca/office-supplies.html,45
www.costco.ca/kids-clothing-sets.html,44
"www.costco.ca/kirkland-signature-2-ply-bath-tissue,-30-pack.product.100417344.html",44
costco.ca/toys-games.html,44
www.costco.ca/office-furniture-collections.html,44
www.costco.ca/womens-dresses-skirts.html,43
www.costco.ca/CostcoCashCardProcess,43
www.costco.ca/outdoor-power-equipment.html,43
www.costco.ca/warehouse-pickup.html,43
www.costco.ca/double-mattresses.html,42
www.costco.ca/jump-starters.html,42
www.costco.ca/emergency-food-kits.html,42
www.costco.ca/phones.html,42
www.costco.ca/blankets-throws.html,42
customerservice.costco.ca/app/answers/list/p/283,42
www.costco.ca/shag.html,42
costco.ca/patio-furniture.html,42
www.costco.ca/gaviscon-extra-strength-tabs-120+25&apos,42
www.costco.ca/office-furniture-bookcases.html,42
www.costco.ca/nintendo-switch.html,42
www.costco.ca/sewing-machines.html,42
www.costco.ca/apple-airpods-pro-with-magsafe-charging-case.product.100814251.html,41
www.costco.ca/wireless-surveillance.html,41
www.costco.ca/backyard-play.html,41
www.costco.ca/grills.html,41
costco.ca/kitchen-dining.html,41
www.costco.ca/spas.html,41
costco.ca/online-shopping.html,41
www.costco.ca/tables.html,41
www.costco.ca/bracelets.html,41
www.costco.ca/camping-chairs.html,41
costco.ca/luggage-bags.html,41
www.costco.ca/motor-oil.html,41
sameday.costco.ca/shop/categories/22,41
www.costco.ca/member-appreciation.html,41
costco.ca/gift-cards-tickets.html,41
www.costco.ca/meat.html,41
www.costco.ca/household-food-wrap-bags.html,41
www.costco.ca/zavida-100%-kona-whole-bean-coffee.product.100367313.html,41
www.costco.ca/jewelry-warehouse-pickup.html,41
mobility.costco.ca/en/mobile-phones-and-smartphones/m3546520/google-pixel-6/,40
www.costco.ca/wcsstore/RWDStaticAssets/fonts/fallback-icons/icons/social-twitter.svg,40
www.costco.ca/wcsstore/CostcoCABCCatalogAssetStore/Attachment/UPS_delivery_FR.pdf,40
www.costco.ca/solariums.html,40
www.costco.ca/bedroom-collections.html,40
www.costco.ca/costco-shop-card.product.100810013.html,40
costco.ca/CheckoutCartView,40
www.costco.ca/warehouse-locations/edmonton-AB-258.html,40
costco.ca/LinkYourMembershipInterruptView,40
www.costco.ca/pergolas-arbours.html,40
"www.costco.ca/samsung-galaxy-s20-fan-edition-128-gb-smartphone,-unlocked.product.100695545.html",40
costco.ca/clothing-handbags.html,39
"media-cdn.costco.ca/www3/;MID=182839;type=eligibleimpression;placementID=1824215;setID=530932;channelID=0;CID=670601;BID=520709581;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca/",39
www.costco.ca/fitness-accessories.html,39
www.costco.ca/bison-game-meats.html,39
www.costco.ca/hard-drives-memory.html,39
www.costco.ca/smart-home.html,39
www.costco.ca/hammocks-swings.html,39
costco.ca/womens-activewear.html,39
www.costco.ca/cookies-disabled.html,39
www.costco.ca/sleepers-futons.html,38
www.costco.ca/paper-plastic-products.html,38
www.costco.ca/wcsstore/RWDStaticAssets/fonts/fallback-icons/icons/social-instagram.svg,38
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1800667;setID=530932;channelID=0;CID=661637;BID=520684769;TAID=0;place=0;matches=[""EN""];referrer=https:/www.costco.ca",38
www.costco.ca/gps.html,38
customerservice.costco.ca/cc/AutoCompleteSearchController/getSearchResults,38
costco.ca/building-blocks-sets.html,38
costco.ca/kirkland-signature-products.html,38
www.costco.ca/bathroom-accessories.html,38
"www.costco.ca/kn95-disposable-5-layer-face-mask,-20-pack.product.100672009.html",38
